Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2077,DROUGHT: Low Severity [Type],2664.699941,Normal,Iteration and Timestep,1332.34997
2078,DROUGHT: Low Severity [Type],2830.715451,Normal,Iteration and Timestep,1415.357726
2079,DROUGHT: Low Severity [Type],3608.101823,Normal,Iteration and Timestep,1804.050911
2080,DROUGHT: Low Severity [Type],3549.806581,Normal,Iteration and Timestep,1774.903291
2081,DROUGHT: Low Severity [Type],5061.576525,Normal,Iteration and Timestep,2530.788263
2082,DROUGHT: Low Severity [Type],8010.304321,Normal,Iteration and Timestep,4005.15216
2083,DROUGHT: Low Severity [Type],8719.487431,Normal,Iteration and Timestep,4359.743715
2084,DROUGHT: Low Severity [Type],8490.38912,Normal,Iteration and Timestep,4245.19456
2085,DROUGHT: Low Severity [Type],10683.01939,Normal,Iteration and Timestep,5341.509693
2086,DROUGHT: Low Severity [Type],12564.05996,Normal,Iteration and Timestep,6282.029981
2087,DROUGHT: Low Severity [Type],13554.76391,Normal,Iteration and Timestep,6777.381956
2088,DROUGHT: Low Severity [Type],7780.545012,Normal,Iteration and Timestep,3890.272506
2089,DROUGHT: Low Severity [Type],5898.829651,Normal,Iteration and Timestep,2949.414825
2090,DROUGHT: Low Severity [Type],6296.628697,Normal,Iteration and Timestep,3148.314348
2091,DROUGHT: Low Severity [Type],3924.55097,Normal,Iteration and Timestep,1962.275485
2092,DROUGHT: Low Severity [Type],4463.374648,Normal,Iteration and Timestep,2231.687324
2093,DROUGHT: Low Severity [Type],6000.447815,Normal,Iteration and Timestep,3000.223907
2094,DROUGHT: Low Severity [Type],10344.48299,Normal,Iteration and Timestep,5172.241493
2095,DROUGHT: Low Severity [Type],8929.191179,Normal,Iteration and Timestep,4464.59559
2096,DROUGHT: Low Severity [Type],12515.53259,Normal,Iteration and Timestep,6257.766296
2097,DROUGHT: Low Severity [Type],11495.77322,Normal,Iteration and Timestep,5747.886611
2098,DROUGHT: Low Severity [Type],10389.26637,Normal,Iteration and Timestep,5194.633184
2099,DROUGHT: Low Severity [Type],6560.325043,Normal,Iteration and Timestep,3280.162522
2100,DROUGHT: Low Severity [Type],4034.949205,Normal,Iteration and Timestep,2017.474603
