LUC,GCM,RCP,Timestep,Mean,Lower,Upper
Medium,HadGEM2-ES,rcp45,2093,-30.9,-34.2,-27.5
Medium,HadGEM2-ES,rcp45,2094,12.2,8.2,15.5
Medium,HadGEM2-ES,rcp45,2095,-3.8,-7.6,0.5
Medium,HadGEM2-ES,rcp45,2096,-31.6,-35.4,-27.8
Medium,HadGEM2-ES,rcp45,2097,9.5,5.2,14.7
Medium,HadGEM2-ES,rcp45,2098,-31.9,-36,-27.9
Medium,HadGEM2-ES,rcp45,2099,50.1,45,54
Medium,HadGEM2-ES,rcp45,2100,42.6,37.5,47.9
Medium,HadGEM2-ES,rcp45,2101,38.9,34.4,43.2
Medium,HadGEM2-ES,rcp85,2002,-27.3,-27.8,-26.9
Medium,HadGEM2-ES,rcp85,2003,-6.3,-6.7,-5.8
Medium,HadGEM2-ES,rcp85,2004,7.2,6.9,7.7
Medium,HadGEM2-ES,rcp85,2005,38.6,38.2,39
Medium,HadGEM2-ES,rcp85,2006,4.5,4,5
Medium,HadGEM2-ES,rcp85,2007,-50,-50.6,-49.5
Medium,HadGEM2-ES,rcp85,2008,-28.8,-29.4,-28.2
Medium,HadGEM2-ES,rcp85,2009,-19.3,-20,-18.6
Medium,HadGEM2-ES,rcp85,2010,60.2,59.5,60.9
Medium,HadGEM2-ES,rcp85,2011,-4.2,-4.8,-3.6
Medium,HadGEM2-ES,rcp85,2012,-6.1,-6.8,-5.5
Medium,HadGEM2-ES,rcp85,2013,-89.6,-92.2,-86.7
Medium,HadGEM2-ES,rcp85,2014,-22.6,-25,-19.7
Medium,HadGEM2-ES,rcp85,2015,-44.8,-47.4,-42.3
Medium,HadGEM2-ES,rcp85,2016,50.7,48.3,53.3
Medium,HadGEM2-ES,rcp85,2017,-70.6,-73.3,-67.8
Medium,HadGEM2-ES,rcp85,2018,-6.6,-8.8,-3.9
Medium,HadGEM2-ES,rcp85,2019,0.6,-2.4,3.7
Medium,HadGEM2-ES,rcp85,2020,-26.6,-29.8,-23.7
Medium,HadGEM2-ES,rcp85,2021,21.5,18.3,24.9
Medium,HadGEM2-ES,rcp85,2022,-16.3,-19.6,-13.1
Medium,HadGEM2-ES,rcp85,2023,-6.1,-8.7,-3.4
Medium,HadGEM2-ES,rcp85,2024,-15.8,-18.9,-12.5
Medium,HadGEM2-ES,rcp85,2025,-16.9,-20,-13
Medium,HadGEM2-ES,rcp85,2026,12.6,9.3,16.8
Medium,HadGEM2-ES,rcp85,2027,27.8,24.6,30.7
Medium,HadGEM2-ES,rcp85,2028,-32.9,-35.7,-29.6
Medium,HadGEM2-ES,rcp85,2029,46.3,42.9,50.5
Medium,HadGEM2-ES,rcp85,2030,39.6,35.3,44.2
Medium,HadGEM2-ES,rcp85,2031,-27,-29.9,-22.7
Medium,HadGEM2-ES,rcp85,2032,11.2,7,15.2
Medium,HadGEM2-ES,rcp85,2033,38.4,34.9,42.3
Medium,HadGEM2-ES,rcp85,2034,-22.7,-27,-19.1
Medium,HadGEM2-ES,rcp85,2035,-24.4,-28.2,-20.2
Medium,HadGEM2-ES,rcp85,2036,-25.7,-29.1,-22.6
Medium,HadGEM2-ES,rcp85,2037,-10.5,-13.4,-7.2
Medium,HadGEM2-ES,rcp85,2038,-1.5,-4.4,1.6
Medium,HadGEM2-ES,rcp85,2039,-2.5,-6.2,1.1
Medium,HadGEM2-ES,rcp85,2040,12.2,9.7,15.6
Medium,HadGEM2-ES,rcp85,2041,-36.6,-40,-32.8
Medium,HadGEM2-ES,rcp85,2042,-26,-29,-23
Medium,HadGEM2-ES,rcp85,2043,53.2,49,57.6
Medium,HadGEM2-ES,rcp85,2044,-16.2,-19.1,-12.9
Medium,HadGEM2-ES,rcp85,2045,28.8,25.6,32.2
Medium,HadGEM2-ES,rcp85,2046,-26.4,-29.3,-23.1
Medium,HadGEM2-ES,rcp85,2047,-47,-50.4,-43.3
Medium,HadGEM2-ES,rcp85,2048,-17.2,-21.1,-14
Medium,HadGEM2-ES,rcp85,2049,-44.8,-47.6,-41.3
Medium,HadGEM2-ES,rcp85,2050,51.8,49.1,55.7
Medium,HadGEM2-ES,rcp85,2051,-15.7,-19.1,-12.6
Medium,HadGEM2-ES,rcp85,2052,-41.5,-44.7,-37.6
Medium,HadGEM2-ES,rcp85,2053,-11.4,-14.6,-7.8
Medium,HadGEM2-ES,rcp85,2054,9.5,5,13.4
Medium,HadGEM2-ES,rcp85,2055,31.6,27.2,34.9
Medium,HadGEM2-ES,rcp85,2056,-43,-47.6,-39
Medium,HadGEM2-ES,rcp85,2057,-49.1,-52.7,-44.9
Medium,HadGEM2-ES,rcp85,2058,-51.3,-55.3,-47.4
Medium,HadGEM2-ES,rcp85,2059,-60.9,-64.2,-57.4
Medium,HadGEM2-ES,rcp85,2060,-7.4,-10.7,-3.4
Medium,HadGEM2-ES,rcp85,2061,-12.9,-16.5,-7.8
Medium,HadGEM2-ES,rcp85,2062,-23.1,-26.9,-18.6
Medium,HadGEM2-ES,rcp85,2063,-51.8,-55.7,-48.4
Medium,HadGEM2-ES,rcp85,2064,-55.6,-58.3,-52.4
Medium,HadGEM2-ES,rcp85,2065,-13.2,-16.8,-10.3
Medium,HadGEM2-ES,rcp85,2066,-21.4,-24.7,-17.8
Medium,HadGEM2-ES,rcp85,2067,-52.2,-55.1,-48.6
Medium,HadGEM2-ES,rcp85,2068,13.5,8.7,18.8
Medium,HadGEM2-ES,rcp85,2069,-13.4,-17.6,-8.4
Medium,HadGEM2-ES,rcp85,2070,12.9,8.2,18
Medium,HadGEM2-ES,rcp85,2071,-22.6,-28,-18.6
Medium,HadGEM2-ES,rcp85,2072,-16.6,-22.4,-10.4
Medium,HadGEM2-ES,rcp85,2073,-65.9,-69.3,-62.4
Medium,HadGEM2-ES,rcp85,2074,39.9,34.5,45.2
Medium,HadGEM2-ES,rcp85,2075,7.4,2.3,11.6
Medium,HadGEM2-ES,rcp85,2076,-21.3,-25.9,-16.3
Medium,HadGEM2-ES,rcp85,2077,10.5,6.2,15.9
Medium,HadGEM2-ES,rcp85,2078,-7.1,-12.1,-2.4
Medium,HadGEM2-ES,rcp85,2079,25.9,21.5,31.7
Medium,HadGEM2-ES,rcp85,2080,-30,-33.1,-26.4
Medium,HadGEM2-ES,rcp85,2081,-39.1,-43.2,-35.9
Medium,HadGEM2-ES,rcp85,2082,-45.7,-49.4,-42
Medium,HadGEM2-ES,rcp85,2083,-17.8,-21.5,-14.2
Medium,HadGEM2-ES,rcp85,2084,-5.8,-9.2,-2
Medium,HadGEM2-ES,rcp85,2085,33.1,29.5,37
Medium,HadGEM2-ES,rcp85,2086,-5,-8.8,-1.1
Medium,HadGEM2-ES,rcp85,2087,10,6.3,13.7
Medium,HadGEM2-ES,rcp85,2088,-47,-51.2,-43
Medium,HadGEM2-ES,rcp85,2089,32.5,27.8,36.3
Medium,HadGEM2-ES,rcp85,2090,25.7,21.2,29.9
Medium,HadGEM2-ES,rcp85,2091,-25.3,-28.9,-21.5
Medium,HadGEM2-ES,rcp85,2092,-50,-53.6,-46.4
Medium,HadGEM2-ES,rcp85,2093,-20.8,-25.1,-16.6
Medium,HadGEM2-ES,rcp85,2094,-36.4,-39.6,-32.7
Medium,HadGEM2-ES,rcp85,2095,-1.3,-4.6,1.9
Medium,HadGEM2-ES,rcp85,2096,-1.2,-4.2,2
Medium,HadGEM2-ES,rcp85,2097,16.5,12.9,20.4
Medium,HadGEM2-ES,rcp85,2098,8.2,3.9,11.8
Medium,HadGEM2-ES,rcp85,2099,1,-2.6,5
Medium,HadGEM2-ES,rcp85,2100,1.4,-3.5,5.6
Medium,HadGEM2-ES,rcp85,2101,1.2,-2.7,5.6
Medium,MIROC5,rcp45,2002,-27.3,-27.8,-26.9
Medium,MIROC5,rcp45,2003,-6.3,-6.7,-5.9
Medium,MIROC5,rcp45,2004,7.2,6.8,7.7
Medium,MIROC5,rcp45,2005,38.6,38.1,38.9
Medium,MIROC5,rcp45,2006,4.5,4.1,5
Medium,MIROC5,rcp45,2007,-50,-50.4,-49.5
Medium,MIROC5,rcp45,2008,-28.7,-29.4,-28
Medium,MIROC5,rcp45,2009,-19.2,-19.9,-18.6
Medium,MIROC5,rcp45,2010,60.1,59.5,60.8
Medium,MIROC5,rcp45,2011,-4.2,-4.7,-3.6
Medium,MIROC5,rcp45,2012,-6.2,-6.9,-5.5
Medium,MIROC5,rcp45,2013,-90,-92.6,-87.5
Medium,MIROC5,rcp45,2014,-22.4,-24.7,-19.7
Medium,MIROC5,rcp45,2015,-44.7,-47.3,-42.4
Medium,MIROC5,rcp45,2016,-10.4,-13,-7.8
Medium,MIROC5,rcp45,2017,-11.1,-14.3,-7.7
Medium,MIROC5,rcp45,2018,30.4,26.6,33.9
Medium,MIROC5,rcp45,2019,24.2,20.5,28.3
Medium,MIROC5,rcp45,2020,18.8,16.3,21.8
Medium,MIROC5,rcp45,2021,2.3,-0.8,5.7
Medium,MIROC5,rcp45,2022,-45.2,-48.7,-41
Medium,MIROC5,rcp45,2023,-28.6,-32.9,-24.7
Medium,MIROC5,rcp45,2024,26.8,23.7,30.1
Medium,MIROC5,rcp45,2025,25.2,21.4,29.4
Medium,MIROC5,rcp45,2026,9.2,6.2,12.8
Medium,MIROC5,rcp45,2027,-17.7,-21.5,-13.4
Medium,MIROC5,rcp45,2028,-22.1,-26.1,-17.6
Medium,MIROC5,rcp45,2029,-32.3,-36.7,-28.5
Medium,MIROC5,rcp45,2030,17.1,13.7,21.6
Medium,MIROC5,rcp45,2031,-1.7,-5.3,1.9
Medium,MIROC5,rcp45,2032,45.2,41.7,49.1
Medium,MIROC5,rcp45,2033,-36.9,-40.1,-34.3
Medium,MIROC5,rcp45,2034,-27,-30.7,-23.3
Medium,MIROC5,rcp45,2035,-52.9,-56.3,-48.5
Medium,MIROC5,rcp45,2036,34.3,31.2,37.4
Medium,MIROC5,rcp45,2037,36,31.8,40
Medium,MIROC5,rcp45,2038,4.1,0.6,8.2
Medium,MIROC5,rcp45,2039,41.8,37.7,46.3
Medium,MIROC5,rcp45,2040,-60.7,-63.6,-57.6
Medium,MIROC5,rcp45,2041,-21.2,-24.6,-17.5
Medium,MIROC5,rcp45,2042,30.3,25.8,33.8
Medium,MIROC5,rcp45,2043,51.5,48.1,55.1
Medium,MIROC5,rcp45,2044,-47.1,-50.4,-43.1
Medium,MIROC5,rcp45,2045,-21.1,-24.9,-15.6
Medium,MIROC5,rcp45,2046,-58.4,-62.1,-55.5
Medium,MIROC5,rcp45,2047,-24.2,-28,-20.2
Medium,MIROC5,rcp45,2048,13.9,10.4,17.5
Medium,MIROC5,rcp45,2049,63,58.1,67.4
Medium,MIROC5,rcp45,2050,19.5,15.9,23.7
Medium,MIROC5,rcp45,2051,5,1,9
Medium,MIROC5,rcp45,2052,-44.8,-48.4,-41.1
Medium,MIROC5,rcp45,2053,-47.7,-51.6,-43.7
Medium,MIROC5,rcp45,2054,-40.4,-43.7,-37.3
Medium,MIROC5,rcp45,2055,2.7,-1.6,6.8
Medium,MIROC5,rcp45,2056,12,8,15.8
Medium,MIROC5,rcp45,2057,-27.1,-30.9,-22.7
Medium,MIROC5,rcp45,2058,-45.4,-49.7,-40.9
Medium,MIROC5,rcp45,2059,-24.5,-27.6,-20.8
Medium,MIROC5,rcp45,2060,-35.8,-38.3,-33
Medium,MIROC5,rcp45,2061,-1.5,-5.1,2.1
Medium,MIROC5,rcp45,2062,7.1,3,11.8
Medium,MIROC5,rcp45,2063,24.2,21.2,28.2
Medium,MIROC5,rcp45,2064,-9.2,-12.6,-5
Medium,MIROC5,rcp45,2065,-18.2,-22.5,-14.4
Medium,MIROC5,rcp45,2066,-5.8,-9.9,-2.5
Medium,MIROC5,rcp45,2067,-3.9,-8.5,0.1
Medium,MIROC5,rcp45,2068,28.3,24.6,32.3
Medium,MIROC5,rcp45,2069,-20,-24.4,-15.1
Medium,MIROC5,rcp45,2070,-6.8,-10.1,-3.5
Medium,MIROC5,rcp45,2071,19.4,16.1,23.2
Medium,MIROC5,rcp45,2072,-41.5,-45.2,-36.9
Medium,MIROC5,rcp45,2073,-29.8,-33.2,-26.9
Medium,MIROC5,rcp45,2074,-32.3,-35.9,-28.4
Medium,MIROC5,rcp45,2075,-12.3,-16,-8.9
Medium,MIROC5,rcp45,2076,-29.7,-33.2,-26.1
Medium,MIROC5,rcp45,2077,-13.7,-17.8,-9.7
Medium,MIROC5,rcp45,2078,-9.3,-12.5,-5.4
Medium,MIROC5,rcp45,2079,-23.9,-27.9,-20.1
Medium,MIROC5,rcp45,2080,-23.7,-27.4,-19.3
Medium,MIROC5,rcp45,2081,-52.1,-56.3,-48.4
Medium,MIROC5,rcp45,2082,51.7,47.2,56.3
Medium,MIROC5,rcp45,2083,-20.5,-25,-15
Medium,MIROC5,rcp45,2084,-30.6,-34.5,-26.7
Medium,MIROC5,rcp45,2085,-50.5,-54.6,-46.3
Medium,MIROC5,rcp45,2086,-10.1,-14.6,-5.9
Medium,MIROC5,rcp45,2087,-18.7,-22.8,-14.5
Medium,MIROC5,rcp45,2088,57.1,52.3,62.4
Medium,MIROC5,rcp45,2089,-34.3,-37.5,-30.7
Medium,MIROC5,rcp45,2090,-13.5,-18.2,-9.5
Medium,MIROC5,rcp45,2091,1.3,-2.3,5.3
Medium,MIROC5,rcp45,2092,-38.6,-42,-34.9
Medium,MIROC5,rcp45,2093,-28.7,-32.1,-24.8
Medium,MIROC5,rcp45,2094,19.2,15.3,23.1
Medium,MIROC5,rcp45,2095,-35.2,-38.9,-31.7
Medium,MIROC5,rcp45,2096,-4.9,-8.5,-0.9
Medium,MIROC5,rcp45,2097,4.3,0.3,9
Medium,MIROC5,rcp45,2098,5,0.9,8.6
Medium,MIROC5,rcp45,2099,9.8,5.6,13.8
Medium,MIROC5,rcp45,2100,8.5,4.5,13.1
Medium,MIROC5,rcp45,2101,7.4,1.8,12.5
Medium,MIROC5,rcp85,2002,-27.4,-27.8,-26.9
Medium,MIROC5,rcp85,2003,-6.3,-6.7,-5.8
Medium,MIROC5,rcp85,2004,7.3,6.8,7.7
Medium,MIROC5,rcp85,2005,38.6,37.9,39
Medium,MIROC5,rcp85,2006,4.5,4.1,4.9
Medium,MIROC5,rcp85,2007,-50.1,-50.6,-49.6
Medium,MIROC5,rcp85,2008,-28.7,-29.3,-28
Medium,MIROC5,rcp85,2009,-19.2,-19.8,-18.7
Medium,MIROC5,rcp85,2010,60.1,59.4,60.8
Medium,MIROC5,rcp85,2011,-4.1,-4.6,-3.5
Medium,MIROC5,rcp85,2012,-6.1,-6.8,-5.4
Medium,MIROC5,rcp85,2013,-90.1,-93.1,-87.7
Medium,MIROC5,rcp85,2014,-22.6,-25.3,-20.3
Medium,MIROC5,rcp85,2015,-44.6,-47.2,-42
Medium,MIROC5,rcp85,2016,41,38.2,43.6
Medium,MIROC5,rcp85,2017,-46.9,-51.5,-43.1
Medium,MIROC5,rcp85,2018,-12.8,-15.3,-9.5
Medium,MIROC5,rcp85,2019,23,19.7,25.6
Medium,MIROC5,rcp85,2020,-44.9,-48.2,-41.9
Medium,MIROC5,rcp85,2021,-9.1,-17.5,-3
Medium,MIROC5,rcp85,2022,60.6,52.4,69
Medium,MIROC5,rcp85,2023,-36.8,-42.7,-31.5
Medium,MIROC5,rcp85,2024,-29.8,-36.3,-24.6
Medium,MIROC5,rcp85,2025,-5.8,-12.8,0.5
Medium,MIROC5,rcp85,2026,24,16.5,30.1
Medium,MIROC5,rcp85,2027,4.6,-1.5,10.2
Medium,MIROC5,rcp85,2028,-26.5,-30.3,-21.9
Medium,MIROC5,rcp85,2029,-42.9,-46.6,-38.7
Medium,MIROC5,rcp85,2030,-4.6,-9.7,-0.7
Medium,MIROC5,rcp85,2031,-27.7,-31.5,-23.9
Medium,MIROC5,rcp85,2032,-9.6,-14,-6.1
Medium,MIROC5,rcp85,2033,14.3,10.1,18.5
Medium,MIROC5,rcp85,2034,-11,-14.8,-7.1
Medium,MIROC5,rcp85,2035,-9.8,-13.4,-6
Medium,MIROC5,rcp85,2036,-14.1,-18.5,-10
Medium,MIROC5,rcp85,2037,-0.8,-4,2.7
Medium,MIROC5,rcp85,2038,-34.9,-38.8,-31
Medium,MIROC5,rcp85,2039,48.5,45.1,52.2
Medium,MIROC5,rcp85,2040,-32.4,-36.5,-28.8
Medium,MIROC5,rcp85,2041,15.5,11.5,19.5
Medium,MIROC5,rcp85,2042,-0.6,-4,2.9
Medium,MIROC5,rcp85,2043,31.8,28.9,34.8
Medium,MIROC5,rcp85,2044,-59,-62.3,-55.1
Medium,MIROC5,rcp85,2045,-22.7,-25.1,-19.5
Medium,MIROC5,rcp85,2046,-25.8,-28.8,-22.2
Medium,MIROC5,rcp85,2047,-19.4,-23.2,-16.8
Medium,MIROC5,rcp85,2048,0.1,-3.2,3.1
Medium,MIROC5,rcp85,2049,2.5,-1.2,5.8
Medium,MIROC5,rcp85,2050,-7.4,-10.4,-3.6
Medium,MIROC5,rcp85,2051,-16.9,-20.2,-13.5
Medium,MIROC5,rcp85,2052,-35.6,-38,-32.7
Medium,MIROC5,rcp85,2053,-31.5,-34.1,-28.7
Medium,MIROC5,rcp85,2054,-26.2,-29.5,-23.2
Medium,MIROC5,rcp85,2055,42,38.1,46.8
Medium,MIROC5,rcp85,2056,37.7,34.3,41.5
Medium,MIROC5,rcp85,2057,-61.8,-65.9,-57
Medium,MIROC5,rcp85,2058,-48.7,-52.4,-44.8
Medium,MIROC5,rcp85,2059,-44.9,-47.7,-42.7
Medium,MIROC5,rcp85,2060,5.8,2.7,9.5
Medium,MIROC5,rcp85,2061,-9.6,-12.5,-6.7
Medium,MIROC5,rcp85,2062,-5.8,-9.1,-2.4
Medium,MIROC5,rcp85,2063,42.9,39.3,46
Medium,MIROC5,rcp85,2064,-31.3,-34.9,-28.4
Medium,MIROC5,rcp85,2065,-8.5,-12.6,-5.1
Medium,MIROC5,rcp85,2066,-72.9,-75.6,-70.2
Medium,MIROC5,rcp85,2067,7.5,4.3,10.2
Medium,MIROC5,rcp85,2068,44.4,40.4,48.5
Medium,MIROC5,rcp85,2069,-7.8,-12,-4.1
Medium,MIROC5,rcp85,2070,-6.9,-10.4,-3.7
Medium,MIROC5,rcp85,2071,-22.3,-25.6,-18.1
Medium,MIROC5,rcp85,2072,28.5,25.6,32.5
Medium,MIROC5,rcp85,2073,-25.9,-29.4,-22.4
Medium,MIROC5,rcp85,2074,71.6,67.3,75.8
Medium,MIROC5,rcp85,2075,-4.4,-8.2,-0.5
Medium,MIROC5,rcp85,2076,-48.8,-51.4,-45.5
Medium,MIROC5,rcp85,2077,-7.9,-11.7,-4.2
Medium,MIROC5,rcp85,2078,-6.5,-9.5,-3.7
Medium,MIROC5,rcp85,2079,-8.3,-11.7,-4.6
Medium,MIROC5,rcp85,2080,19.4,16.1,22.8
Medium,MIROC5,rcp85,2081,17.5,13.6,21.6
Medium,MIROC5,rcp85,2082,-45.4,-48.7,-41.4
Medium,MIROC5,rcp85,2083,45.3,41.3,49.2
Medium,MIROC5,rcp85,2084,-21.8,-24.4,-18.4
Medium,MIROC5,rcp85,2085,-31,-33.9,-27.8
Medium,MIROC5,rcp85,2086,-39.5,-42.6,-35.9
Medium,MIROC5,rcp85,2087,14.6,10.8,19
Medium,MIROC5,rcp85,2088,-27.2,-31.6,-23.1
Medium,MIROC5,rcp85,2089,-10.1,-13.7,-7
Medium,MIROC5,rcp85,2090,38.2,34.6,41.4
Medium,MIROC5,rcp85,2091,-21.8,-25,-18.4
Medium,MIROC5,rcp85,2092,-51.7,-54.2,-48.3
Medium,MIROC5,rcp85,2093,-17.2,-21.3,-13
Medium,MIROC5,rcp85,2094,-3.2,-8,1.4
Medium,MIROC5,rcp85,2095,-26.9,-30.6,-23.2
Medium,MIROC5,rcp85,2096,-15.9,-20.2,-12.3
Medium,MIROC5,rcp85,2097,15,9.8,20.7
Medium,MIROC5,rcp85,2098,-8.8,-13.4,-3.4
Medium,MIROC5,rcp85,2099,-35.8,-41.1,-30.4
Medium,MIROC5,rcp85,2100,-30.8,-36.2,-26.9
Medium,MIROC5,rcp85,2101,-28.8,-33.7,-25
