LUC,Timestep,TransitionGroup,GroupType,Mean,Lower,Upper,Min,Max
BAU,2087,FIRE: Grassland Low Severity [Type],Type,275.99875,103,522.1199999999999,58,859
BAU,2087,FIRE: Grassland Medium Severity [Type],Type,94.17375,32,179.02999999999997,18,290
BAU,2087,FIRE: High Severity,Group,284.28625,136.975,474.03,75,554
BAU,2087,FIRE: Low Severity,Group,1873.3925,905.075,3083.1799999999994,573,3571
BAU,2087,FIRE: Medium Severity,Group,638.3375,295.975,1055.12,180,1212
BAU,2087,FIRE: Shrubland,Group,434.19125,134.95000000000002,1160.4499999999996,53,1525
BAU,2087,FIRE: Shrubland High Severity [Type],Type,44.34125,12.975000000000001,122.08999999999992,5,187
BAU,2087,FIRE: Shrubland Low Severity [Type],Type,290.8625,89.975,785,36,1059
BAU,2087,FIRE: Shrubland Medium Severity [Type],Type,98.9875,29.975,267.03,12,358
BAU,2087,HARVEST,Group,741.5325,263,1145,216,1201
BAU,2087,INSECTS,Group,9861.24875,1024.9250000000002,28956.11,2,44912
BAU,2087,INSECTS: High Severity [Type],Type,1646.886866059818,2,8784.920000000002,1,15e3
BAU,2087,INSECTS: Low Severity [Type],Type,7669.864102564103,1003.325,20745.85,110,34755
BAU,2087,INSECTS: Medium Severity [Type],Type,820.1634491634492,2,4187.640000000002,1,6643
BAU,2087,MANAGEMENT: Forest Clearcut [Type],Type,417.80125,171.975,648.03,133,685
BAU,2087,MANAGEMENT: Forest Thinning [Type],Type,323.73125,100.975,514,70,551
BAU,2087,MANAGEMENT: Orchard Removal [Type],Type,538.0625,227.925,883.1799999999998,176,995
BAU,2087,URBANIZATION,Group,175.515,70,343.03,60,386
BAU,2087,URBANIZATION: Annual->Developed [Type],Type,39.06625,15,67,9,82
BAU,2087,URBANIZATION: Forest->Developed [Type],Type,30.16,8,78,3,92
BAU,2087,URBANIZATION: Grassland->Developed [Type],Type,33.23875,11,66.02999999999997,5,80
BAU,2087,URBANIZATION: Perennial->Developed [Type],Type,39.08375,14,70,11,94
BAU,2087,URBANIZATION: Shrubland->Developed [Type],Type,32.21625,9,76.02999999999997,4,97
BAU,2087,URBANIZATION: Wetland->Developed [Type],Type,2.254428341384863,1,5,1,8
BAU,2088,AGRICULTURAL CHANGE,Group,105.76875,55.975,160,35,188
BAU,2088,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.73375,51,154,34,171
BAU,2088,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.205655526992288,1,16,1,23
BAU,2088,AGRICULTURAL CONTRACTION,Group,122.00625,66.97500000000001,229.02999999999997,55,253
BAU,2088,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.734002509410288,2,25,1,32
BAU,2088,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,68.09,28,135,19,181
BAU,2088,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.177722152690864,2,23,1,35
BAU,2088,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.22625,3,22,1,28
BAU,2088,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.4457627118644067,1,6,1,10
BAU,2088,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,16.40954773869347,2,47.14999999999998,1,66
BAU,2088,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.6808846761453395,1,7,1,11
BAU,2088,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.3827893175074184,1,3,1,5
BAU,2088,AGRICULTURAL EXPANSION,Group,150.545,51,228,39,258
BAU,2088,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,13.42625,3,29,1,38
BAU,2088,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,13.4825,3,30,1,39
BAU,2088,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,47.61625,12,72,6,89
BAU,2088,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,47.245,12,74,3,83
BAU,2088,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.28125,2,21,1,28
BAU,2088,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.097744360902256,2,21,1,28
BAU,2088,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.3686934023285895,1,9,1,14
BAU,2088,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.409448818897638,1,10,1,12
BAU,2088,FIRE,Group,2621.867001254705,955,4664.36,620,5828
BAU,2088,FIRE: Forest,Group,1793.9311639549437,593.6,3193.4799999999996,342,4193
BAU,2088,FIRE: Forest High Severity [Type],Type,182.54,57,333.03,26,435
BAU,2088,FIRE: Forest Low Severity [Type],Type,1201.405,396.975,2139.5999999999995,219,2791
BAU,2088,FIRE: Forest Medium Severity [Type],Type,410.21625,130.97500000000002,732.0899999999999,67,967
BAU,2088,FIRE: Grassland,Group,409.14875,122.97500000000001,835.2399999999998,54,1472
BAU,2088,FIRE: Grassland High Severity [Type],Type,41.6275,10,89,4,138
BAU,2088,FIRE: Grassland Low Severity [Type],Type,274.03125,81,570.06,36,964
BAU,2088,FIRE: Grassland Medium Severity [Type],Type,93.49,25,195.05999999999995,14,370
BAU,2088,FIRE: High Severity,Group,266.75875,87,480,57,608
BAU,2088,FIRE: Low Severity,Group,1755.95375,633.925,3116,395,3893
BAU,2088,FIRE: Medium Severity,Group,599.725,218.95000000000002,1065,142,1327
BAU,2088,FIRE: Shrubland,Group,419.1275,131.975,988.3299999999997,52,1474
BAU,2088,FIRE: Shrubland High Severity [Type],Type,42.59125,11,106.02999999999997,7,174
BAU,2088,FIRE: Shrubland Low Severity [Type],Type,280.5175,84.975,674.2099999999998,40,958
BAU,2088,FIRE: Shrubland Medium Severity [Type],Type,96.01875,28,225.05999999999995,5,342
BAU,2088,HARVEST,Group,718.77625,255.975,1121,220,1201
BAU,2088,INSECTS,Group,7201.895989974937,502.95000000000005,17539.45,14,25504
BAU,2088,INSECTS: High Severity [Type],Type,591.4230769230769,5.475000000000001,2261.39,1,4016
BAU,2088,INSECTS: Low Severity [Type],Type,6516.533678756477,903.1,15562.54,67,23077
BAU,2088,INSECTS: Medium Severity [Type],Type,330.94193548387096,4,1278.299999999999,1,2064
BAU,2088,MANAGEMENT: Forest Clearcut [Type],Type,406.52875,167.975,628,127,709
BAU,2088,MANAGEMENT: Forest Thinning [Type],Type,312.2475,95,516.06,67,551
BAU,2088,MANAGEMENT: Orchard Removal [Type],Type,549.2575,234,887.03,175,990
BAU,2088,URBANIZATION,Group,174.94,70,341,50,376
BAU,2088,URBANIZATION: Annual->Developed [Type],Type,38.97,15,68,10,84
BAU,2088,URBANIZATION: Forest->Developed [Type],Type,29.93125,8,75,1,93
BAU,2088,URBANIZATION: Grassland->Developed [Type],Type,33.555,10,63,5,85
BAU,2088,URBANIZATION: Perennial->Developed [Type],Type,39.23625,14.975000000000001,68,8,88
BAU,2088,URBANIZATION: Shrubland->Developed [Type],Type,31.54625,9,76,6,90
BAU,2088,URBANIZATION: Wetland->Developed [Type],Type,2.1845906902086676,1,5,1,8
BAU,2089,AGRICULTURAL CHANGE,Group,106.80875,53,159.02999999999997,42,183
BAU,2089,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.49625,48.975,153.02999999999997,38,170
BAU,2089,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.46606914212548,1,16,1,23
BAU,2089,AGRICULTURAL CONTRACTION,Group,125.24125,66.97500000000001,236,49,256
BAU,2089,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.933333333333334,2,27,1,34
BAU,2089,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,68.305,25,139,14,169
BAU,2089,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.840050377833753,2,24,1,30
BAU,2089,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.162907268170427,3,23,1,31
BAU,2089,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.606907894736842,1,7,1,12
BAU,2089,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,18.402255639097746,2,51.09000000000003,1,73
BAU,2089,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.891167192429022,1,8,1,13
BAU,2089,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.3703703703703705,1,3,1,4
BAU,2089,AGRICULTURAL EXPANSION,Group,150.47625,50,229.02999999999997,37,273
BAU,2089,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,13.3825,3,28,1,39
BAU,2089,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,13.45625,3,30,1,44
BAU,2089,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,46.89375,12.975000000000001,73,7,85
BAU,2089,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,47.52125,12,75,7,88
BAU,2089,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.266331658291458,2,22,1,35
BAU,2089,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.33375,2,22,1,28
BAU,2089,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.500646830530401,1,10,1,12
BAU,2089,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.564643799472296,1,9,1,14
BAU,2089,FIRE,Group,2224.0650813516895,953.85,4403.48,553,5612
BAU,2089,FIRE: Forest,Group,1509.28625,496,3137.03,273,3809
BAU,2089,FIRE: Forest High Severity [Type],Type,153.0325,51,313,24,382
BAU,2089,FIRE: Forest Low Severity [Type],Type,1010.99375,341.90000000000003,2079.1499999999996,191,2563
BAU,2089,FIRE: Forest Medium Severity [Type],Type,345.26,116,725.06,58,901
BAU,2089,FIRE: Grassland,Group,370.78,122.97500000000001,758.2099999999998,64,1095
BAU,2089,FIRE: Grassland High Severity [Type],Type,37.6225,11,76.05999999999995,3,124
BAU,2089,FIRE: Grassland Low Severity [Type],Type,248.02375,84.975,512,43,728
BAU,2089,FIRE: Grassland Medium Severity [Type],Type,85.13375,27,174,13,243
BAU,2089,FIRE: High Severity,Group,226.23125,90.97500000000001,445.03,44,552
BAU,2089,FIRE: Low Severity,Group,1490.415,641.7,2940.8099999999995,379,3769
BAU,2089,FIRE: Medium Severity,Group,509.20125,213.95000000000002,1021.06,130,1295
BAU,2089,FIRE: Shrubland,Group,345.78125,109.95,887.5099999999995,57,1212
BAU,2089,FIRE: Shrubland High Severity [Type],Type,35.57625,8.975000000000001,91,3,137
BAU,2089,FIRE: Shrubland Low Severity [Type],Type,231.3975,72,596.3299999999997,38,770
BAU,2089,FIRE: Shrubland Medium Severity [Type],Type,78.8075,24,199.05999999999995,13,306
BAU,2089,HARVEST,Group,725.28375,263.875,1133.12,225,1204
BAU,2089,INSECTS,Group,7114.459324155194,712,24107.99999999995,25,34731
BAU,2089,INSECTS: High Severity [Type],Type,641.0090322580645,6.350000000000001,5036.979999999998,1,8900
BAU,2089,INSECTS: Low Severity [Type],Type,6240.128172588832,693.8,18035.81999999999,201,29654
BAU,2089,INSECTS: Medium Severity [Type],Type,359.44730077120823,5,2680,1,4389
BAU,2089,MANAGEMENT: Forest Clearcut [Type],Type,410.10625,177.825,645,142,693
BAU,2089,MANAGEMENT: Forest Thinning [Type],Type,315.1775,97.95,511.03,71,557
BAU,2089,MANAGEMENT: Orchard Removal [Type],Type,557.94875,224.975,912.0899999999999,184,1029
BAU,2089,URBANIZATION,Group,172.1275,68,346.03,53,383
BAU,2089,URBANIZATION: Annual->Developed [Type],Type,37.835,15,67,12,79
BAU,2089,URBANIZATION: Forest->Developed [Type],Type,29.8025,8,80,4,94
BAU,2089,URBANIZATION: Grassland->Developed [Type],Type,33.01375,11,66,7,90
BAU,2089,URBANIZATION: Perennial->Developed [Type],Type,38.53625,14,69,8,83
BAU,2089,URBANIZATION: Shrubland->Developed [Type],Type,31.3375,8,76,5,92
BAU,2089,URBANIZATION: Wetland->Developed [Type],Type,2.11900826446281,1,5,1,7
BAU,2090,AGRICULTURAL CHANGE,Group,104.6525,54,161.02999999999997,43,188
BAU,2090,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,98.29375,48,153.02999999999997,38,182
BAU,2090,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.623697916666667,1,17,1,26
BAU,2090,AGRICULTURAL CONTRACTION,Group,120.395,65,224.05999999999995,52,264
BAU,2090,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.530303030303031,2,26,1,35
BAU,2090,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,64.7375,26.975,132,19,153
BAU,2090,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,9.912170639899623,2,22,1,32
BAU,2090,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,10.9725,3,22,1,30
BAU,2090,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.5091210613598673,1,7,1,11
BAU,2090,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,18.659147869674186,2,53.09000000000003,1,77
BAU,2090,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.771822358346095,1,7.439999999999941,1,13
BAU,2090,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.4129213483146068,1,3,1,5
BAU,2090,AGRICULTURAL EXPANSION,Group,149.41625,52,232,40,260
BAU,2090,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.9175,3,29,1,40
BAU,2090,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.955,3,29,1,35
BAU,2090,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,47.3425,13,74.02999999999997,7,84
BAU,2090,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,47.12,12,74.02999999999997,7,94
BAU,2090,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.105131414267834,2,21,1,28
BAU,2090,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.217063989962359,3,22.120000000000005,1,27
BAU,2090,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.616908850726552,1,10,1,13
BAU,2090,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.602331606217617,1,10,1,13
BAU,2090,FIRE,Group,2545.18875,1161.675,4074.4799999999996,606,4762
BAU,2090,FIRE: Forest,Group,1711.0625782227785,686.8,2991.4199999999996,242,3508
BAU,2090,FIRE: Forest High Severity [Type],Type,174.19125,71,309.03,23,379
BAU,2090,FIRE: Forest Low Severity [Type],Type,1146.74875,455.85,2002.12,166,2346
BAU,2090,FIRE: Forest Medium Severity [Type],Type,390.92125,157.925,692,42,842
BAU,2090,FIRE: Grassland,Group,411.87125,138.925,869.0899999999999,41,1388
BAU,2090,FIRE: Grassland High Severity [Type],Type,41.775,12,90.02999999999997,2,148
BAU,2090,FIRE: Grassland Low Severity [Type],Type,276.01875,92,589,32,928
BAU,2090,FIRE: Grassland Medium Severity [Type],Type,94.0775,30,195.14999999999986,7,318
BAU,2090,FIRE: High Severity,Group,258.895,114,416.03,64,479
BAU,2090,FIRE: Low Severity,Group,1704.0888610763454,789.8000000000001,2747,411,3182
BAU,2090,FIRE: Medium Severity,Group,581.23375,261.95000000000005,943,126,1104
BAU,2090,FIRE: Shrubland,Group,421.45625,136.875,1030.03,55,1350
BAU,2090,FIRE: Shrubland High Severity [Type],Type,42.92875,11,107.02999999999997,4,143
BAU,2090,FIRE: Shrubland Low Severity [Type],Type,282.2925,85.975,690.03,33,915
BAU,2090,FIRE: Shrubland Medium Severity [Type],Type,96.235,28,232.02999999999997,13,328
BAU,2090,HARVEST,Group,723.44,264.75000000000006,1124.06,210,1169
BAU,2090,INSECTS,Group,7089.5313283208025,568.1250000000001,19782.200000000008,8,29112
BAU,2090,INSECTS: High Severity [Type],Type,630.2262210796915,3,3113.9399999999987,1,5026
BAU,2090,INSECTS: Low Severity [Type],Type,6316.612903225807,652.35,16791.079999999994,40,25504
BAU,2090,INSECTS: Medium Severity [Type],Type,362.80670103092785,3,1610,1,2828
BAU,2090,MANAGEMENT: Forest Clearcut [Type],Type,408.74625,160.95,634.03,140,694
BAU,2090,MANAGEMENT: Forest Thinning [Type],Type,314.69375,96.925,508,66,547
BAU,2090,MANAGEMENT: Orchard Removal [Type],Type,561.93125,231.95,895.06,172,1047
BAU,2090,URBANIZATION,Group,168.82625,63.975,342,47,358
BAU,2090,URBANIZATION: Annual->Developed [Type],Type,36.89,14,64,9,79
BAU,2090,URBANIZATION: Forest->Developed [Type],Type,29.75875,7,78,1,92
BAU,2090,URBANIZATION: Grassland->Developed [Type],Type,32.58875,10,67,5,83
BAU,2090,URBANIZATION: Perennial->Developed [Type],Type,37.4625,14,66,10,79
BAU,2090,URBANIZATION: Shrubland->Developed [Type],Type,30.41,7,77,4,92
BAU,2090,URBANIZATION: Wetland->Developed [Type],Type,2.2694214876033056,1,6,1,9
BAU,2091,AGRICULTURAL CHANGE,Group,105.75375,53.975,163,44,182
BAU,2091,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.3575,47,157,41,174
BAU,2091,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.535121328224776,1,16,1,26
BAU,2091,AGRICULTURAL CONTRACTION,Group,124.6825,67,228.02999999999997,48,258
BAU,2091,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,12.495619524405507,2,26,1,34
BAU,2091,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,64.15,25,128.02999999999997,15,155
BAU,2091,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.42964824120603,2,22.149999999999977,1,32
BAU,2091,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.3225,3,22,1,33
BAU,2091,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.7353846153846155,1,7.529999999999973,1,13
BAU,2091,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,20.91375,3,62.02999999999997,1,93
BAU,2091,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.9718518518518517,1,8,1,13
BAU,2091,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.4210526315789473,1,3,1,5
BAU,2091,AGRICULTURAL EXPANSION,Group,153.8,53,231,26,263
BAU,2091,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,13.45125,3,29,1,35
BAU,2091,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,13.6075,3,29,1,40
BAU,2091,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,48.0825,13,72,4,91
BAU,2091,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,48.26625,12,76,4,88
BAU,2091,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.74875,2,23,1,29
BAU,2091,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.62280701754386,2,22,1,29
BAU,2091,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.626302083333333,1,9,1,14
BAU,2091,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.754838709677419,1,10,1,14
BAU,2091,FIRE,Group,2417.409033877039,1242.6,3653,767,4248
BAU,2091,FIRE: Forest,Group,1660.45875,756.975,2713.21,483,3197
BAU,2091,FIRE: Forest High Severity [Type],Type,169.45125,79,281.03,43,333
BAU,2091,FIRE: Forest Low Severity [Type],Type,1111.94125,496.925,1793.3899999999996,303,2124
BAU,2091,FIRE: Forest Medium Severity [Type],Type,379.06625,175,624.03,99,743
BAU,2091,FIRE: Grassland,Group,372.275,127.975,691.6899999999994,86,1021
BAU,2091,FIRE: Grassland High Severity [Type],Type,37.94625,11,78.02999999999997,5,113
BAU,2091,FIRE: Grassland Low Severity [Type],Type,249.41375,84,472.2099999999998,59,675
BAU,2091,FIRE: Grassland Medium Severity [Type],Type,84.915,28,166.02999999999997,19,233
BAU,2091,FIRE: High Severity,Group,246.81,123,380,70,457
BAU,2091,FIRE: Low Severity,Group,1620.69,837.775,2446.3599999999997,531,2840
BAU,2091,FIRE: Medium Severity,Group,552.33375,278.92499999999995,842.06,166,988
BAU,2091,FIRE: Shrubland,Group,387.1,132.9,806.06,87,1103
BAU,2091,FIRE: Shrubland High Severity [Type],Type,39.4125,12,86,6,137
BAU,2091,FIRE: Shrubland Low Severity [Type],Type,259.335,85.95,542.1499999999999,53,727
BAU,2091,FIRE: Shrubland Medium Severity [Type],Type,88.3525,27.975,187,19,248
BAU,2091,HARVEST,Group,746.76125,255.975,1139.03,213,1214
BAU,2091,INSECTS,Group,5525.9175,564.975,12622.689999999999,5,18919
BAU,2091,INSECTS: High Severity [Type],Type,224.0659767141009,1,691,1,956
BAU,2091,INSECTS: Low Severity [Type],Type,5289.588235294118,640.3000000000001,11924.769999999997,36,18089
BAU,2091,INSECTS: Medium Severity [Type],Type,143.50516795865633,2,415.6199999999999,1,597
BAU,2091,MANAGEMENT: Forest Clearcut [Type],Type,422.43875,165.90000000000003,642.0899999999999,126,697
BAU,2091,MANAGEMENT: Forest Thinning [Type],Type,324.3225,96.94999999999999,515.06,67,581
BAU,2091,MANAGEMENT: Orchard Removal [Type],Type,559.09125,240.95,907.06,184,1047
BAU,2091,URBANIZATION,Group,180.30125,69,347.03,48,376
BAU,2091,URBANIZATION: Annual->Developed [Type],Type,38.33375,15,64,10,85
BAU,2091,URBANIZATION: Forest->Developed [Type],Type,31.615,8,80,4,92
BAU,2091,URBANIZATION: Grassland->Developed [Type],Type,33.95875,11,67,6,83
BAU,2091,URBANIZATION: Perennial->Developed [Type],Type,40.42,14.975000000000001,70,10,76
BAU,2091,URBANIZATION: Shrubland->Developed [Type],Type,34.0375,8,80.02999999999997,2,102
BAU,2091,URBANIZATION: Wetland->Developed [Type],Type,2.447077409162717,1,6,1,10
BAU,2092,AGRICULTURAL CHANGE,Group,106.3975,55,161.02999999999997,40,189
BAU,2092,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.4275,50,155,38,179
BAU,2092,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.115236875800256,1,15.600000000000023,1,21
BAU,2092,AGRICULTURAL CONTRACTION,Group,124.625,66,235,56,266
BAU,2092,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.79224030037547,2,26,1,32
BAU,2092,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,69.05125,26,141,22,168
BAU,2092,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.440401505646173,2,23,1,35
BAU,2092,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.354192740926157,3,23,1,28
BAU,2092,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.602254428341385,1,7,1,11
BAU,2092,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,17.301507537688444,2,47.14999999999998,1,66
BAU,2092,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.730529595015576,1,6,1,12
BAU,2092,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.501492537313433,1,3,1,5
BAU,2092,AGRICULTURAL EXPANSION,Group,150.20625,51.975,231,41,241
BAU,2092,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,13.40625,3,29,1,39
BAU,2092,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,13.80125,3,30,1,46
BAU,2092,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,47.0275,12,73,7,83
BAU,2092,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,47.11,12.975000000000001,74,5,82
BAU,2092,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.340852130325814,2,21,1,31
BAU,2092,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.162060301507537,2,21,1,29
BAU,2092,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.401820546163849,1,10,1,14
