LUC,GCM,RCP,Timestep,Ecosystem,Mean,Lower,Upper
BAU,CNRM-CM5,rcp45,2003,No,2.9,2.6,3.2
BAU,CNRM-CM5,rcp45,2003,Yes,4786.6,4785.8,4787.4
BAU,CNRM-CM5,rcp45,2004,No,3.9,3.6,4.3
BAU,CNRM-CM5,rcp45,2004,Yes,4792.8,4791.9,4793.9
BAU,CNRM-CM5,rcp45,2005,No,5.1,4.7,5.4
BAU,CNRM-CM5,rcp45,2005,Yes,4830.3,4829.1,4831.6
BAU,CNRM-CM5,rcp45,2006,No,6.2,5.8,6.7
BAU,CNRM-CM5,rcp45,2006,Yes,4833.7,4832.5,4835.2
BAU,CNRM-CM5,rcp45,2007,No,7.1,6.6,7.7
BAU,CNRM-CM5,rcp45,2007,Yes,4782.8,4781.6,4784.4
BAU,CNRM-CM5,rcp45,2008,No,8.1,7.5,8.7
BAU,CNRM-CM5,rcp45,2008,Yes,4753.2,4751.7,4754.7
BAU,CNRM-CM5,rcp45,2009,No,8.7,8.2,9.3
BAU,CNRM-CM5,rcp45,2009,Yes,4733.4,4731.8,4735.3
BAU,CNRM-CM5,rcp45,2010,No,9.4,8.8,10
BAU,CNRM-CM5,rcp45,2010,Yes,4792.9,4791.1,4794.7
BAU,CNRM-CM5,rcp45,2011,No,9.8,9.2,10.4
BAU,CNRM-CM5,rcp45,2011,Yes,4788.4,4786.6,4790.5
BAU,CNRM-CM5,rcp45,2012,No,10.3,9.7,10.8
BAU,CNRM-CM5,rcp45,2012,Yes,4781.8,4779.9,4784.2
BAU,CNRM-CM5,rcp45,2013,No,11.2,10.4,12.3
BAU,CNRM-CM5,rcp45,2013,Yes,4691.2,4687.9,4694.2
BAU,CNRM-CM5,rcp45,2014,No,12.1,11.1,13.2
BAU,CNRM-CM5,rcp45,2014,Yes,4667.9,4663.5,4672.6
BAU,CNRM-CM5,rcp45,2015,No,13.1,11.9,14.6
BAU,CNRM-CM5,rcp45,2015,Yes,4622.3,4616.5,4626.9
BAU,CNRM-CM5,rcp45,2016,No,14,12.7,15.8
BAU,CNRM-CM5,rcp45,2016,Yes,4669.5,4662.9,4675.1
BAU,CNRM-CM5,rcp45,2017,No,15.1,13.7,16.7
BAU,CNRM-CM5,rcp45,2017,Yes,4672.4,4666.2,4677.9
BAU,CNRM-CM5,rcp45,2018,No,16,14.2,18.2
BAU,CNRM-CM5,rcp45,2018,Yes,4707.2,4699.9,4714.7
BAU,CNRM-CM5,rcp45,2019,No,16.9,14.7,19.1
BAU,CNRM-CM5,rcp45,2019,Yes,4731.6,4723.4,4740.5
BAU,CNRM-CM5,rcp45,2020,No,17.9,15.8,20.4
BAU,CNRM-CM5,rcp45,2020,Yes,4756.1,4744.5,4767.4
BAU,CNRM-CM5,rcp45,2021,No,18.9,16.6,21.6
BAU,CNRM-CM5,rcp45,2021,Yes,4727.5,4714.4,4740.3
BAU,CNRM-CM5,rcp45,2022,No,19.8,17.5,22.6
BAU,CNRM-CM5,rcp45,2022,Yes,4706.6,4692.6,4721.8
BAU,CNRM-CM5,rcp45,2023,No,20.8,18.1,23.6
BAU,CNRM-CM5,rcp45,2023,Yes,4729.3,4714.8,4743.7
BAU,CNRM-CM5,rcp45,2024,No,21.8,19.1,25
BAU,CNRM-CM5,rcp45,2024,Yes,4739.4,4724.2,4754.9
BAU,CNRM-CM5,rcp45,2025,No,22.8,20.4,26.1
BAU,CNRM-CM5,rcp45,2025,Yes,4753.2,4736.7,4767.9
BAU,CNRM-CM5,rcp45,2026,No,23.7,21,26.8
BAU,CNRM-CM5,rcp45,2026,Yes,4757.6,4739.6,4774.2
BAU,CNRM-CM5,rcp45,2027,No,24.7,22,27.9
BAU,CNRM-CM5,rcp45,2027,Yes,4754.9,4734.5,4772.3
BAU,CNRM-CM5,rcp45,2028,No,25.7,23.1,29.1
BAU,CNRM-CM5,rcp45,2028,Yes,4790.9,4766.8,4807.7
BAU,CNRM-CM5,rcp45,2029,No,26.7,24.1,30.2
BAU,CNRM-CM5,rcp45,2029,Yes,4825.7,4799.7,4846.1
BAU,CNRM-CM5,rcp45,2030,No,27.7,25,31
BAU,CNRM-CM5,rcp45,2030,Yes,4855.1,4828.1,4876.1
BAU,CNRM-CM5,rcp45,2031,No,28.6,25.8,31.9
BAU,CNRM-CM5,rcp45,2031,Yes,4876.4,4848.4,4900.3
BAU,CNRM-CM5,rcp45,2032,No,29.6,26.7,32.8
BAU,CNRM-CM5,rcp45,2032,Yes,4910.3,4880.2,4934
BAU,CNRM-CM5,rcp45,2033,No,30.6,27.9,33.9
BAU,CNRM-CM5,rcp45,2033,Yes,4910,4881.4,4934.1
BAU,CNRM-CM5,rcp45,2034,No,31.6,28.5,35.3
BAU,CNRM-CM5,rcp45,2034,Yes,4854.1,4824.8,4879.1
BAU,CNRM-CM5,rcp45,2035,No,32.6,29.6,36.2
BAU,CNRM-CM5,rcp45,2035,Yes,4825.5,4796.6,4852
BAU,CNRM-CM5,rcp45,2036,No,33.5,30.4,37.2
BAU,CNRM-CM5,rcp45,2036,Yes,4831.6,4800.9,4858.1
BAU,CNRM-CM5,rcp45,2037,No,34.6,31.3,38.3
BAU,CNRM-CM5,rcp45,2037,Yes,4809.1,4779.9,4836.3
BAU,CNRM-CM5,rcp45,2038,No,35.6,32.1,39.8
BAU,CNRM-CM5,rcp45,2038,Yes,4887.3,4857.3,4913.8
BAU,CNRM-CM5,rcp45,2039,No,36.6,32.8,41
BAU,CNRM-CM5,rcp45,2039,Yes,4890,4858.6,4917.7
BAU,CNRM-CM5,rcp45,2040,No,37.6,33.8,41.7
BAU,CNRM-CM5,rcp45,2040,Yes,4908,4875.4,4936.9
BAU,CNRM-CM5,rcp45,2041,No,38.6,34.7,42.2
BAU,CNRM-CM5,rcp45,2041,Yes,4910.8,4877.1,4941.7
BAU,CNRM-CM5,rcp45,2042,No,39.7,36,43.3
BAU,CNRM-CM5,rcp45,2042,Yes,4936.4,4904.2,4967.2
BAU,CNRM-CM5,rcp45,2043,No,40.7,36.8,45.2
BAU,CNRM-CM5,rcp45,2043,Yes,4926.2,4893.7,4955.8
BAU,CNRM-CM5,rcp45,2044,No,41.7,37.8,46.4
BAU,CNRM-CM5,rcp45,2044,Yes,4928.2,4895.9,4961.7
BAU,CNRM-CM5,rcp45,2045,No,42.8,38.4,47.5
BAU,CNRM-CM5,rcp45,2045,Yes,4967.8,4936.5,4997.8
BAU,CNRM-CM5,rcp45,2046,No,43.8,39.8,49.1
BAU,CNRM-CM5,rcp45,2046,Yes,4958.1,4926.6,4988.3
BAU,CNRM-CM5,rcp45,2047,No,44.8,40.5,49.7
BAU,CNRM-CM5,rcp45,2047,Yes,4893,4859,4922.7
BAU,CNRM-CM5,rcp45,2048,No,45.8,41.5,50.8
BAU,CNRM-CM5,rcp45,2048,Yes,4862.6,4827.6,4892.6
BAU,CNRM-CM5,rcp45,2049,No,46.9,42.4,51.4
BAU,CNRM-CM5,rcp45,2049,Yes,4883.4,4849.8,4912.3
BAU,CNRM-CM5,rcp45,2050,No,47.9,43.5,52.3
BAU,CNRM-CM5,rcp45,2050,Yes,4821.3,4786.2,4850.5
BAU,CNRM-CM5,rcp45,2051,No,48.9,44.4,53.6
BAU,CNRM-CM5,rcp45,2051,Yes,4870.8,4835.4,4902.8
BAU,CNRM-CM5,rcp45,2052,No,50,45.5,54.5
BAU,CNRM-CM5,rcp45,2052,Yes,4849.1,4814.1,4882.5
BAU,CNRM-CM5,rcp45,2053,No,51,46.7,55.7
BAU,CNRM-CM5,rcp45,2053,Yes,4816,4782.1,4849.8
BAU,CNRM-CM5,rcp45,2054,No,51.9,47.6,56.7
BAU,CNRM-CM5,rcp45,2054,Yes,4793.6,4757.6,4826.1
BAU,CNRM-CM5,rcp45,2055,No,53,48.6,58.3
BAU,CNRM-CM5,rcp45,2055,Yes,4843.2,4806.9,4876.2
BAU,CNRM-CM5,rcp45,2056,No,54.1,49.6,59.7
BAU,CNRM-CM5,rcp45,2056,Yes,4890.9,4856.6,4924.4
BAU,CNRM-CM5,rcp45,2057,No,55,50.5,60.7
BAU,CNRM-CM5,rcp45,2057,Yes,4864,4829.3,4897.9
BAU,CNRM-CM5,rcp45,2058,No,56,51.3,61.4
BAU,CNRM-CM5,rcp45,2058,Yes,4831.2,4795.5,4863.7
BAU,CNRM-CM5,rcp45,2059,No,57,52,62.4
BAU,CNRM-CM5,rcp45,2059,Yes,4850.6,4811.2,4884.4
BAU,CNRM-CM5,rcp45,2060,No,58,53.1,63.2
BAU,CNRM-CM5,rcp45,2060,Yes,4806,4764.7,4838.5
BAU,CNRM-CM5,rcp45,2061,No,59,53.9,64.3
BAU,CNRM-CM5,rcp45,2061,Yes,4838.8,4797.2,4871.3
BAU,CNRM-CM5,rcp45,2062,No,60.1,54.9,65.6
BAU,CNRM-CM5,rcp45,2062,Yes,4786.9,4743.6,4822.1
BAU,CNRM-CM5,rcp45,2063,No,61.1,55.8,66.4
BAU,CNRM-CM5,rcp45,2063,Yes,4766.2,4725.9,4799.6
BAU,CNRM-CM5,rcp45,2064,No,62.1,56.3,67.8
BAU,CNRM-CM5,rcp45,2064,Yes,4750.6,4714.6,4783.1
BAU,CNRM-CM5,rcp45,2065,No,63.1,57.4,68.4
BAU,CNRM-CM5,rcp45,2065,Yes,4735.3,4699.6,4766.6
BAU,CNRM-CM5,rcp45,2066,No,64.1,58.8,69.4
BAU,CNRM-CM5,rcp45,2066,Yes,4706.5,4670.5,4739.4
BAU,CNRM-CM5,rcp45,2067,No,65.1,59.5,71
BAU,CNRM-CM5,rcp45,2067,Yes,4746,4706.9,4779.3
BAU,CNRM-CM5,rcp45,2068,No,66.2,60.8,71.9
BAU,CNRM-CM5,rcp45,2068,Yes,4677,4641.3,4710
BAU,CNRM-CM5,rcp45,2069,No,67.2,61.6,73.4
BAU,CNRM-CM5,rcp45,2069,Yes,4682.6,4645.4,4714.4
BAU,CNRM-CM5,rcp45,2070,No,68.2,62.5,74.1
BAU,CNRM-CM5,rcp45,2070,Yes,4691.2,4656.4,4723.8
BAU,CNRM-CM5,rcp45,2071,No,69.3,63.8,75.2
BAU,CNRM-CM5,rcp45,2071,Yes,4721.6,4687.6,4755.8
BAU,CNRM-CM5,rcp45,2072,No,70.3,64.8,76.6
BAU,CNRM-CM5,rcp45,2072,Yes,4684.2,4650.3,4720.1
BAU,CNRM-CM5,rcp45,2073,No,71.3,65.5,77.6
BAU,CNRM-CM5,rcp45,2073,Yes,4661.9,4628.9,4697.5
BAU,CNRM-CM5,rcp45,2074,No,72.3,66.3,78.8
BAU,CNRM-CM5,rcp45,2074,Yes,4634.4,4601.9,4672.1
BAU,CNRM-CM5,rcp45,2075,No,73.3,67.5,80.4
BAU,CNRM-CM5,rcp45,2075,Yes,4659.2,4624.6,4696.1
BAU,CNRM-CM5,rcp45,2076,No,74.4,68.9,81.1
BAU,CNRM-CM5,rcp45,2076,Yes,4662.1,4625.8,4699.5
BAU,CNRM-CM5,rcp45,2077,No,75.5,69.8,82.5
BAU,CNRM-CM5,rcp45,2077,Yes,4668.7,4631.1,4711.6
BAU,CNRM-CM5,rcp45,2078,No,76.6,70.9,83.4
BAU,CNRM-CM5,rcp45,2078,Yes,4638.2,4601.7,4675.4
BAU,CNRM-CM5,rcp45,2079,No,77.6,71.6,84.8
BAU,CNRM-CM5,rcp45,2079,Yes,4627.3,4589.8,4665.1
BAU,CNRM-CM5,rcp45,2080,No,78.6,72.3,85.6
BAU,CNRM-CM5,rcp45,2080,Yes,4628.8,4590.8,4666.9
BAU,CNRM-CM5,rcp45,2081,No,79.6,73.2,86.3
BAU,CNRM-CM5,rcp45,2081,Yes,4623.3,4584.2,4663.3
BAU,CNRM-CM5,rcp45,2082,No,80.6,74.1,87
BAU,CNRM-CM5,rcp45,2082,Yes,4623.1,4584.7,4663.1
BAU,CNRM-CM5,rcp45,2083,No,81.7,75.2,87.8
BAU,CNRM-CM5,rcp45,2083,Yes,4617.7,4577.3,4659
BAU,CNRM-CM5,rcp45,2084,No,82.7,76.4,88.9
BAU,CNRM-CM5,rcp45,2084,Yes,4629.5,4587.7,4671.7
BAU,CNRM-CM5,rcp45,2085,No,83.7,77.1,90.5
BAU,CNRM-CM5,rcp45,2085,Yes,4583.3,4540.5,4626.5
BAU,CNRM-CM5,rcp45,2086,No,84.7,78.1,91.1
BAU,CNRM-CM5,rcp45,2086,Yes,4589.8,4547.6,4632.7
BAU,CNRM-CM5,rcp45,2087,No,85.8,78.8,92.3
BAU,CNRM-CM5,rcp45,2087,Yes,4624.9,4582.8,4668.2
BAU,CNRM-CM5,rcp45,2088,No,86.7,79.6,93.4
BAU,CNRM-CM5,rcp45,2088,Yes,4580.7,4540,4621.8
BAU,CNRM-CM5,rcp45,2089,No,87.8,81.1,94.5
BAU,CNRM-CM5,rcp45,2089,Yes,4577.1,4536.8,4618.8
BAU,CNRM-CM5,rcp45,2090,No,88.7,81.9,95.8
BAU,CNRM-CM5,rcp45,2090,Yes,4576,4534.2,4616.8
BAU,CNRM-CM5,rcp45,2091,No,89.7,83.3,96.6
BAU,CNRM-CM5,rcp45,2091,Yes,4548.7,4507.2,4589.2
BAU,CNRM-CM5,rcp45,2092,No,90.8,84.4,97.4
BAU,CNRM-CM5,rcp45,2092,Yes,4538,4497,4580.6
BAU,CNRM-CM5,rcp45,2093,No,91.9,85.6,98.8
BAU,CNRM-CM5,rcp45,2093,Yes,4490,4450.6,4533.3
BAU,CNRM-CM5,rcp45,2094,No,92.8,86.8,100.4
BAU,CNRM-CM5,rcp45,2094,Yes,4537.9,4498.8,4581.3
BAU,CNRM-CM5,rcp45,2095,No,93.8,87.8,101.2
BAU,CNRM-CM5,rcp45,2095,Yes,4581.1,4543.9,4625.3
BAU,CNRM-CM5,rcp45,2096,No,94.9,88.5,102.3
BAU,CNRM-CM5,rcp45,2096,Yes,4551.4,4514.4,4597.4
BAU,CNRM-CM5,rcp45,2097,No,95.9,89.1,103.1
BAU,CNRM-CM5,rcp45,2097,Yes,4543.9,4506.9,4589.5
BAU,CNRM-CM5,rcp45,2098,No,96.8,90.5,104.3
BAU,CNRM-CM5,rcp45,2098,Yes,4583.4,4547.2,4624.3
BAU,CNRM-CM5,rcp45,2099,No,97.8,91.2,105.6
BAU,CNRM-CM5,rcp45,2099,Yes,4529.9,4491.7,4572
BAU,CNRM-CM5,rcp45,2100,No,98.8,92.5,106.5
BAU,CNRM-CM5,rcp45,2100,Yes,4511.3,4472.7,4553.4
BAU,CNRM-CM5,rcp45,2101,No,99.9,93.1,107.5
BAU,CNRM-CM5,rcp45,2101,Yes,4493.5,4455.1,4535.1
BAU,CNRM-CM5,rcp85,2001,No,0,0,0
BAU,CNRM-CM5,rcp85,2001,Yes,4823.1,4823.1,4823.1
BAU,CNRM-CM5,rcp85,2002,No,1.8,1.6,2
BAU,CNRM-CM5,rcp85,2002,Yes,4794,4793.3,4794.6
BAU,CNRM-CM5,rcp85,2003,No,2.9,2.6,3.2
BAU,CNRM-CM5,rcp85,2003,Yes,4786.7,4785.9,4787.4
BAU,CNRM-CM5,rcp85,2004,No,3.9,3.6,4.3
BAU,CNRM-CM5,rcp85,2004,Yes,4792.9,4791.8,4793.8
BAU,CNRM-CM5,rcp85,2005,No,5.1,4.6,5.6
BAU,CNRM-CM5,rcp85,2005,Yes,4830.4,4829,4831.4
BAU,CNRM-CM5,rcp85,2006,No,6.2,5.8,6.7
BAU,CNRM-CM5,rcp85,2006,Yes,4833.8,4832.6,4835
BAU,CNRM-CM5,rcp85,2007,No,7.1,6.7,7.6
BAU,CNRM-CM5,rcp85,2007,Yes,4782.9,4781.5,4784.2
BAU,CNRM-CM5,rcp85,2008,No,8,7.6,8.6
BAU,CNRM-CM5,rcp85,2008,Yes,4753.3,4751.5,4754.7
BAU,CNRM-CM5,rcp85,2009,No,8.7,8.2,9.2
BAU,CNRM-CM5,rcp85,2009,Yes,4733.4,4731.6,4735.1
BAU,CNRM-CM5,rcp85,2010,No,9.3,8.8,9.9
BAU,CNRM-CM5,rcp85,2010,Yes,4792.9,4790.9,4794.6
BAU,CNRM-CM5,rcp85,2011,No,9.8,9.3,10.4
BAU,CNRM-CM5,rcp85,2011,Yes,4788.4,4786.4,4790.3
BAU,CNRM-CM5,rcp85,2012,No,10.2,9.6,10.8
BAU,CNRM-CM5,rcp85,2012,Yes,4781.9,4780,4784.1
BAU,CNRM-CM5,rcp85,2013,No,11.1,10.4,12
BAU,CNRM-CM5,rcp85,2013,Yes,4691.3,4688.7,4694.8
BAU,CNRM-CM5,rcp85,2014,No,11.9,11.1,12.9
BAU,CNRM-CM5,rcp85,2014,Yes,4668.2,4664.4,4672.9
BAU,CNRM-CM5,rcp85,2015,No,12.9,11.5,14.1
BAU,CNRM-CM5,rcp85,2015,Yes,4622.7,4617.2,4627.5
BAU,CNRM-CM5,rcp85,2016,No,13.8,12.2,15.2
BAU,CNRM-CM5,rcp85,2016,Yes,4630.5,4625.1,4635.9
BAU,CNRM-CM5,rcp85,2017,No,14.7,13.2,16.4
BAU,CNRM-CM5,rcp85,2017,Yes,4628.4,4621.3,4634.2
BAU,CNRM-CM5,rcp85,2018,No,15.6,13.9,17.4
BAU,CNRM-CM5,rcp85,2018,Yes,4625.4,4618.7,4633.2
BAU,CNRM-CM5,rcp85,2019,No,16.6,14.6,18.6
BAU,CNRM-CM5,rcp85,2019,Yes,4653.7,4645.3,4661.7
BAU,CNRM-CM5,rcp85,2020,No,17.5,15.4,19.5
BAU,CNRM-CM5,rcp85,2020,Yes,4676,4666.2,4685.6
BAU,CNRM-CM5,rcp85,2021,No,18.6,16.5,20.6
BAU,CNRM-CM5,rcp85,2021,Yes,4690.1,4679.7,4700.7
BAU,CNRM-CM5,rcp85,2022,No,19.6,17.4,22
BAU,CNRM-CM5,rcp85,2022,Yes,4692.3,4682.4,4702.9
BAU,CNRM-CM5,rcp85,2023,No,20.5,18.4,22.8
BAU,CNRM-CM5,rcp85,2023,Yes,4678.9,4667.5,4689.4
BAU,CNRM-CM5,rcp85,2024,No,21.4,19.5,23.9
BAU,CNRM-CM5,rcp85,2024,Yes,4740.2,4726.9,4752.3
BAU,CNRM-CM5,rcp85,2025,No,22.4,20.2,25.3
BAU,CNRM-CM5,rcp85,2025,Yes,4781.8,4771,4793
BAU,CNRM-CM5,rcp85,2026,No,23.4,20.8,26.2
BAU,CNRM-CM5,rcp85,2026,Yes,4779.7,4766.3,4793.2
BAU,CNRM-CM5,rcp85,2027,No,24.3,21.7,26.9
BAU,CNRM-CM5,rcp85,2027,Yes,4799.5,4785.5,4815.6
BAU,CNRM-CM5,rcp85,2028,No,25.3,22.9,28.2
BAU,CNRM-CM5,rcp85,2028,Yes,4762.6,4748.9,4778.4
BAU,CNRM-CM5,rcp85,2029,No,26.3,23.5,29.2
BAU,CNRM-CM5,rcp85,2029,Yes,4747,4730,4764
BAU,CNRM-CM5,rcp85,2030,No,27.3,24.2,30.6
BAU,CNRM-CM5,rcp85,2030,Yes,4771.9,4753.8,4790.6
BAU,CNRM-CM5,rcp85,2031,No,28.2,25,31.5
BAU,CNRM-CM5,rcp85,2031,Yes,4759,4738.7,4779.5
BAU,CNRM-CM5,rcp85,2032,No,29.1,26,32.7
BAU,CNRM-CM5,rcp85,2032,Yes,4781.9,4759.3,4804.8
BAU,CNRM-CM5,rcp85,2033,No,30.1,27.1,33.3
BAU,CNRM-CM5,rcp85,2033,Yes,4746.6,4724.4,4771.2
BAU,CNRM-CM5,rcp85,2034,No,31.1,28.2,34
BAU,CNRM-CM5,rcp85,2034,Yes,4730.9,4706,4756
BAU,CNRM-CM5,rcp85,2035,No,32.1,28.6,35.1
BAU,CNRM-CM5,rcp85,2035,Yes,4705.5,4679.7,4730.6
BAU,CNRM-CM5,rcp85,2036,No,33.1,29.4,36.3
BAU,CNRM-CM5,rcp85,2036,Yes,4710.8,4685.6,4736.2
BAU,CNRM-CM5,rcp85,2037,No,34.1,30,37.3
BAU,CNRM-CM5,rcp85,2037,Yes,4759.8,4732.2,4785.2
BAU,CNRM-CM5,rcp85,2038,No,35.1,30.8,38.6
BAU,CNRM-CM5,rcp85,2038,Yes,4740.6,4712.6,4765.5
BAU,CNRM-CM5,rcp85,2039,No,36,32,39.6
BAU,CNRM-CM5,rcp85,2039,Yes,4716.1,4686.7,4741.7
BAU,CNRM-CM5,rcp85,2040,No,37,32.9,40.8
BAU,CNRM-CM5,rcp85,2040,Yes,4695.6,4666.2,4722.3
BAU,CNRM-CM5,rcp85,2041,No,37.9,33.7,42
BAU,CNRM-CM5,rcp85,2041,Yes,4733.7,4705.2,4761.3
BAU,CNRM-CM5,rcp85,2042,No,38.9,34.4,43.3
BAU,CNRM-CM5,rcp85,2042,Yes,4723.3,4693.9,4751
BAU,CNRM-CM5,rcp85,2043,No,39.9,35.3,44
BAU,CNRM-CM5,rcp85,2043,Yes,4698.1,4666.4,4727.9
BAU,CNRM-CM5,rcp85,2044,No,40.9,36.4,45.1
BAU,CNRM-CM5,rcp85,2044,Yes,4704.5,4671.9,4735.4
BAU,CNRM-CM5,rcp85,2045,No,41.9,37.2,46.2
BAU,CNRM-CM5,rcp85,2045,Yes,4728,4695.9,4759.3
BAU,CNRM-CM5,rcp85,2046,No,43,38,48
BAU,CNRM-CM5,rcp85,2046,Yes,4752.1,4721.2,4782.2
BAU,CNRM-CM5,rcp85,2047,No,43.9,39,48.5
BAU,CNRM-CM5,rcp85,2047,Yes,4698.4,4667,4730.7
BAU,CNRM-CM5,rcp85,2048,No,44.8,40,49.5
BAU,CNRM-CM5,rcp85,2048,Yes,4685.9,4653.3,4717
BAU,CNRM-CM5,rcp85,2049,No,45.8,40.8,50.4
BAU,CNRM-CM5,rcp85,2049,Yes,4665.4,4632.6,4698
BAU,CNRM-CM5,rcp85,2050,No,46.7,41.5,51.3
BAU,CNRM-CM5,rcp85,2050,Yes,4678.8,4645.8,4713.4
BAU,CNRM-CM5,rcp85,2051,No,47.7,42.2,52.3
BAU,CNRM-CM5,rcp85,2051,Yes,4683.3,4652.3,4718.9
BAU,CNRM-CM5,rcp85,2052,No,48.6,43.2,53.7
BAU,CNRM-CM5,rcp85,2052,Yes,4706.6,4674.6,4741.6
BAU,CNRM-CM5,rcp85,2053,No,49.6,43.9,54.2
BAU,CNRM-CM5,rcp85,2053,Yes,4725.2,4691.5,4759.2
BAU,CNRM-CM5,rcp85,2054,No,50.6,44.7,55.1
BAU,CNRM-CM5,rcp85,2054,Yes,4750.5,4716.5,4783.8
BAU,CNRM-CM5,rcp85,2055,No,51.5,45.7,56
BAU,CNRM-CM5,rcp85,2055,Yes,4792.5,4757.6,4826.5
BAU,CNRM-CM5,rcp85,2056,No,52.4,46.8,57.2
BAU,CNRM-CM5,rcp85,2056,Yes,4788.6,4752.9,4824.2
BAU,CNRM-CM5,rcp85,2057,No,53.4,47.7,58.4
BAU,CNRM-CM5,rcp85,2057,Yes,4775.1,4738.4,4809.6
BAU,CNRM-CM5,rcp85,2058,No,54.4,49.1,59.8
BAU,CNRM-CM5,rcp85,2058,Yes,4699.4,4662.2,4734.9
BAU,CNRM-CM5,rcp85,2059,No,55.4,50.4,60.8
BAU,CNRM-CM5,rcp85,2059,Yes,4719.2,4680.6,4754.5
BAU,CNRM-CM5,rcp85,2060,No,56.4,51.3,62.1
BAU,CNRM-CM5,rcp85,2060,Yes,4681.3,4642.3,4717.4
BAU,CNRM-CM5,rcp85,2061,No,57.3,51.7,62.9
BAU,CNRM-CM5,rcp85,2061,Yes,4666.6,4625.1,4702
BAU,CNRM-CM5,rcp85,2062,No,58.3,53,63.5
BAU,CNRM-CM5,rcp85,2062,Yes,4645.8,4605.6,4682.6
BAU,CNRM-CM5,rcp85,2063,No,59.4,54.1,64.5
BAU,CNRM-CM5,rcp85,2063,Yes,4639,4601.4,4676.6
BAU,CNRM-CM5,rcp85,2064,No,60.3,54.8,65.5
BAU,CNRM-CM5,rcp85,2064,Yes,4618,4582,4653.8
BAU,CNRM-CM5,rcp85,2065,No,61.3,55.8,66.3
BAU,CNRM-CM5,rcp85,2065,Yes,4601.5,4565.8,4637.7
BAU,CNRM-CM5,rcp85,2066,No,62.3,56.8,67.4
BAU,CNRM-CM5,rcp85,2066,Yes,4598.8,4561,4632.8
BAU,CNRM-CM5,rcp85,2067,No,63.2,57.6,68.6
BAU,CNRM-CM5,rcp85,2067,Yes,4618.7,4578.1,4653
BAU,CNRM-CM5,rcp85,2068,No,64.1,58.7,69.1
BAU,CNRM-CM5,rcp85,2068,Yes,4586,4547.1,4620.8
BAU,CNRM-CM5,rcp85,2069,No,65,59.2,70.8
BAU,CNRM-CM5,rcp85,2069,Yes,4595.5,4555.3,4630
BAU,CNRM-CM5,rcp85,2070,No,66,60.3,72.1
BAU,CNRM-CM5,rcp85,2070,Yes,4605.5,4565.5,4640.9
BAU,CNRM-CM5,rcp85,2071,No,66.9,61.2,73.8
BAU,CNRM-CM5,rcp85,2071,Yes,4606.5,4564.7,4640.8
BAU,CNRM-CM5,rcp85,2072,No,67.9,63.3,74.4
BAU,CNRM-CM5,rcp85,2072,Yes,4594.6,4553.1,4627.1
BAU,CNRM-CM5,rcp85,2073,No,68.8,64.1,75.5
BAU,CNRM-CM5,rcp85,2073,Yes,4586.3,4545.3,4621.4
BAU,CNRM-CM5,rcp85,2074,No,69.7,64.7,76.3
BAU,CNRM-CM5,rcp85,2074,Yes,4542.6,4502.8,4577.5
BAU,CNRM-CM5,rcp85,2075,No,70.6,65.3,77.2
BAU,CNRM-CM5,rcp85,2075,Yes,4555,4515.4,4590.6
BAU,CNRM-CM5,rcp85,2076,No,71.5,66.4,78.2
BAU,CNRM-CM5,rcp85,2076,Yes,4533.1,4494.3,4569.5
BAU,CNRM-CM5,rcp85,2077,No,72.5,67.1,79.1
BAU,CNRM-CM5,rcp85,2077,Yes,4587.1,4547.8,4625.6
BAU,CNRM-CM5,rcp85,2078,No,73.5,68,80
BAU,CNRM-CM5,rcp85,2078,Yes,4596,4553.5,4634.2
BAU,CNRM-CM5,rcp85,2079,No,74.5,68.8,81.3
BAU,CNRM-CM5,rcp85,2079,Yes,4579,4535.3,4619.7
BAU,CNRM-CM5,rcp85,2080,No,75.4,69.2,82.1
BAU,CNRM-CM5,rcp85,2080,Yes,4566.8,4521.7,4608.5
BAU,CNRM-CM5,rcp85,2081,No,76.4,70.5,83.3
BAU,CNRM-CM5,rcp85,2081,Yes,4510.1,4466.7,4552.2
BAU,CNRM-CM5,rcp85,2082,No,77.2,71.5,84.2
BAU,CNRM-CM5,rcp85,2082,Yes,4488.8,4446.9,4528.8
BAU,CNRM-CM5,rcp85,2083,No,78.2,72.6,85.7
BAU,CNRM-CM5,rcp85,2083,Yes,4483.1,4440.7,4521.9
BAU,CNRM-CM5,rcp85,2084,No,79.1,73.2,86.5
BAU,CNRM-CM5,rcp85,2084,Yes,4455.3,4413.4,4493.7
BAU,CNRM-CM5,rcp85,2085,No,80.1,74.2,88.2
BAU,CNRM-CM5,rcp85,2085,Yes,4487.7,4447.2,4526.8
BAU,CNRM-CM5,rcp85,2086,No,81,75,89.3
BAU,CNRM-CM5,rcp85,2086,Yes,4500.9,4460.9,4540.6
BAU,CNRM-CM5,rcp85,2087,No,81.9,76,90.5
BAU,CNRM-CM5,rcp85,2087,Yes,4471.6,4428.5,4512.2
BAU,CNRM-CM5,rcp85,2088,No,82.9,76.9,91.3
BAU,CNRM-CM5,rcp85,2088,Yes,4508.4,4461.9,4548.6
BAU,CNRM-CM5,rcp85,2089,No,84,77.5,92.8
BAU,CNRM-CM5,rcp85,2089,Yes,4577.5,4525.3,4619.6
BAU,CNRM-CM5,rcp85,2090,No,84.8,78.2,93.7
