Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2079,DROUGHT: Low Severity [Type],5051.895882,Normal,Iteration and Timestep,2525.947941
2080,DROUGHT: Low Severity [Type],3221.325422,Normal,Iteration and Timestep,1610.662711
2081,DROUGHT: Low Severity [Type],2769.392702,Normal,Iteration and Timestep,1384.696351
2082,DROUGHT: Low Severity [Type],4302.413033,Normal,Iteration and Timestep,2151.206516
2083,DROUGHT: Low Severity [Type],4877.135765,Normal,Iteration and Timestep,2438.567882
2084,DROUGHT: Low Severity [Type],6394.60508,Normal,Iteration and Timestep,3197.30254
2085,DROUGHT: Low Severity [Type],7593.056742,Normal,Iteration and Timestep,3796.528371
2086,DROUGHT: Low Severity [Type],9365.401879,Normal,Iteration and Timestep,4682.700939
2087,DROUGHT: Low Severity [Type],6739.711191,Normal,Iteration and Timestep,3369.855596
2088,DROUGHT: Low Severity [Type],7795.659077,Normal,Iteration and Timestep,3897.829538
2089,DROUGHT: Low Severity [Type],5845.671399,Normal,Iteration and Timestep,2922.8357
2090,DROUGHT: Low Severity [Type],6666.212463,Normal,Iteration and Timestep,3333.106231
2091,DROUGHT: Low Severity [Type],4864.908586,Normal,Iteration and Timestep,2432.454293
2092,DROUGHT: Low Severity [Type],6126.946806,Normal,Iteration and Timestep,3063.473403
2093,DROUGHT: Low Severity [Type],5365.916083,Normal,Iteration and Timestep,2682.958042
2094,DROUGHT: Low Severity [Type],6532.275407,Normal,Iteration and Timestep,3266.137704
2095,DROUGHT: Low Severity [Type],6299.375016,Normal,Iteration and Timestep,3149.687508
2096,DROUGHT: Low Severity [Type],6906.927856,Normal,Iteration and Timestep,3453.463928
2097,DROUGHT: Low Severity [Type],6715.600611,Normal,Iteration and Timestep,3357.800305
2098,DROUGHT: Low Severity [Type],4809.536069,Normal,Iteration and Timestep,2404.768034
2099,DROUGHT: Low Severity [Type],4189.240926,Normal,Iteration and Timestep,2094.620463
2100,DROUGHT: Low Severity [Type],2935.661241,Normal,Iteration and Timestep,1467.830621
